timestamp,username,ip_address,event_type,location,device,lat,lon,severity
2026-02-04 12:39:23,root,185.220.101.7,Login Failed,Unknown,Windows-Edge,0.0,0.0,High
2026-02-04 12:39:27,root,185.220.101.7,Login Failed,Unknown,Windows-Chrome,0.0,0.0,High
2026-02-04 12:39:36,root,185.220.101.7,Login Failed,Unknown,iOS-App,0.0,0.0,High
2026-02-04 13:00:44,priya.singh,192.168.1.35,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-04 13:26:18,divya.sharma,10.0.0.12,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-02-04 14:35:08,swathi.iyer,10.0.0.5,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2026-02-04 14:45:22,naveen.chowdary,10.0.0.33,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-02-04 15:12:17,suresh.babu,172.16.0.4,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-04 16:02:02,sneha.reddy,10.0.0.27,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-02-04 16:52:03,sunitha.k,10.0.0.5,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-02-04 18:23:08,sunitha.k,10.0.0.33,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-04 18:53:26,anjali.devi,192.168.1.35,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-02-05 00:40:24,deepika.rao,10.0.0.33,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-05 01:12:24,kiran.varma,192.168.1.22,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-05 03:37:55,abhishek.nair,10.0.0.5,Login Failed,"Bucharest, RO",Linux-Firefox,44.4268,26.1025,Medium
2026-02-05 03:42:14,manoj.verma,10.0.0.33,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-05 09:28:51,abhishek.nair,172.16.0.4,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-05 09:40:53,sunitha.k,10.0.0.27,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-05 11:12:59,anjali.devi,10.0.0.33,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-05 12:34:16,lakshmi.naidu,10.0.0.27,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-02-05 13:19:26,deepika.rao,10.0.0.27,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-02-05 17:01:11,sneha.reddy,10.0.0.27,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-05 17:07:14,divya.sharma,192.168.1.35,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-02-05 17:17:56,kiran.varma,10.0.0.12,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-02-05 19:37:31,arjun.rao,172.16.0.9,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-02-05 19:46:43,divya.sharma,192.168.1.35,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2026-02-05 19:51:05,vijay.kumar,10.0.0.18,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-05 22:38:31,arjun.rao,10.0.0.5,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-06 01:24:31,suresh.babu,192.168.1.41,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-02-06 09:28:18,kiran.varma,192.168.1.14,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-02-06 10:09:23,abhishek.nair,10.0.0.27,Login Failed,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,Low
2026-02-06 11:48:34,deepika.rao,10.0.0.18,Login Failed,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,Low
2026-02-06 13:37:14,kiran.varma,10.0.0.5,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-06 14:07:59,root,194.5.6.12,Login Failed,"Bucharest, RO",Android-App,44.4268,26.1025,High
2026-02-06 14:08:19,root,194.5.6.12,Login Failed,"Bucharest, RO",Android-App,44.4268,26.1025,High
2026-02-06 14:08:22,root,194.5.6.12,Login Failed,"Bucharest, RO",MacOS-Safari,44.4268,26.1025,High
2026-02-06 14:08:27,root,194.5.6.12,Login Failed,"Bucharest, RO",Linux-Firefox,44.4268,26.1025,High
2026-02-06 14:08:50,root,194.5.6.12,Login Failed,"Bucharest, RO",Linux-Firefox,44.4268,26.1025,High
2026-02-06 14:09:02,root,194.5.6.12,Login Failed,"Bucharest, RO",Windows-Chrome,44.4268,26.1025,High
2026-02-06 14:10:49,root,194.5.6.12,Login Failed,"Bucharest, RO",Windows-Edge,44.4268,26.1025,High
2026-02-06 14:10:53,root,194.5.6.12,Login Failed,"Bucharest, RO",MacOS-Safari,44.4268,26.1025,High
2026-02-06 14:13:59,root,194.5.6.12,Login Success,"Bucharest, RO",Windows-Edge,44.4268,26.1025,
2026-02-06 14:18:19,vijay.kumar,172.16.0.9,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-06 14:24:19,kiran.varma,10.0.0.12,Login Success,"Pune, IN",Windows-Chrome,18.5204,73.8567,
2026-02-06 14:26:45,vijay.kumar,192.168.1.22,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2026-02-06 14:33:55,swathi.iyer,172.16.0.4,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-06 14:51:55,arjun.rao,192.168.1.35,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-06 17:30:00,pooja.menon,192.168.1.10,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-06 19:14:29,kiran.varma,10.0.0.27,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-02-07 02:45:05,administrator,172.16.0.4,Login Failed,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,Medium
2026-02-07 03:37:46,priya.singh,172.16.0.9,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-02-07 06:19:59,admin,45.227.13.4,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,Medium
2026-02-07 06:20:35,admin,45.227.13.4,Login Failed,"Lagos, NG",Linux-Firefox,6.5244,3.3792,Medium
2026-02-07 06:20:41,admin,45.227.13.4,Login Failed,"Lagos, NG",Android-App,6.5244,3.3792,Medium
2026-02-07 06:20:44,admin,45.227.13.4,Login Failed,"Lagos, NG",iOS-App,6.5244,3.3792,Medium
2026-02-07 06:20:51,admin,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,Medium
2026-02-07 06:22:14,admin,45.227.13.4,Login Failed,"Lagos, NG",iOS-App,6.5244,3.3792,Medium
2026-02-07 06:22:35,admin,45.227.13.4,Login Failed,"Lagos, NG",Linux-Firefox,6.5244,3.3792,Medium
2026-02-07 07:25:35,meena.pillai,192.168.1.35,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-07 09:43:43,anjali.devi,10.0.0.12,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-07 10:23:04,manoj.verma,10.0.0.5,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-02-07 11:20:14,deepika.rao,10.0.0.12,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-02-07 12:29:36,vijay.kumar,172.16.0.9,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-07 13:20:23,arjun.rao,10.0.0.33,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-02-07 13:56:58,meena.pillai,172.16.0.4,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-02-07 15:23:54,arjun.rao,10.0.0.27,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-07 16:10:53,swathi.iyer,172.16.0.9,Login Failed,"Chennai, IN",MacOS-Safari,13.0827,80.2707,Low
2026-02-07 17:17:10,vijay.kumar,192.168.1.41,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-02-07 17:52:40,priya.singh,10.0.0.27,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-02-07 18:12:19,divya.sharma,172.16.0.9,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-07 18:58:45,rakesh.kumar,10.0.0.5,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-02-07 19:10:19,swathi.iyer,10.0.0.5,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-02-07 19:15:34,vijay.kumar,192.168.1.35,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-07 20:49:38,abhishek.nair,172.16.0.9,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-02-08 09:04:29,divya.sharma,192.168.1.41,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-08 11:28:40,arjun.rao,192.168.1.10,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2026-02-08 15:42:24,vijay.kumar,192.168.1.10,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2026-02-08 16:31:28,harish.bhat,192.168.1.10,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-02-08 16:53:56,sunitha.k,10.0.0.33,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-08 18:43:10,divya.sharma,10.0.0.12,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-08 19:32:47,deepika.rao,192.168.1.14,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-09 02:20:49,lakshmi.naidu,192.168.1.41,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-02-09 06:45:08,deepika.rao,10.0.0.5,Login Failed,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,Low
2026-02-09 09:27:44,manoj.verma,10.0.0.12,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-02-09 09:58:28,divya.sharma,10.0.0.12,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-02-09 11:52:27,vijay.kumar,10.0.0.12,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2026-02-09 13:42:09,sunitha.k,10.0.0.33,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-02-09 14:28:32,lakshmi.naidu,10.0.0.12,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-02-09 14:56:06,sneha.reddy,172.16.0.4,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-02-09 14:58:36,sneha.reddy,192.168.1.35,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-09 15:50:26,sneha.reddy,192.168.1.14,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2026-02-09 16:36:45,divya.sharma,192.168.1.10,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-09 17:11:14,pooja.menon,10.0.0.27,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-02-09 17:54:09,anjali.devi,192.168.1.22,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-09 17:56:09,harish.bhat,192.168.1.22,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2026-02-09 18:02:33,divya.sharma,172.16.0.9,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-09 19:35:56,priya.singh,10.0.0.33,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-02-09 19:41:01,rakesh.kumar,10.0.0.33,Login Failed,"Pune, IN",Linux-Firefox,18.5204,73.8567,Low
2026-02-09 22:11:23,naveen.chowdary,192.168.1.22,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-02-09 23:21:14,lakshmi.naidu,192.168.1.35,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2026-02-09 23:29:58,swathi.iyer,172.16.0.9,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-02-10 01:53:29,rakesh.kumar,192.168.1.10,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-02-10 07:48:27,harish.bhat,192.168.1.10,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-10 09:00:48,arjun.rao,172.16.0.9,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-02-10 09:58:26,suresh.babu,192.168.1.41,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2026-02-10 11:18:56,abhishek.nair,192.168.1.35,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-10 11:34:47,ravi.teja,10.0.0.12,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-02-10 12:03:49,kiran.varma,172.16.0.4,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-02-10 13:25:35,swathi.iyer,192.168.1.14,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-10 14:09:23,anjali.devi,192.168.1.35,Login Success,"Bangalore, IN",Android-App,12.9716,77.5946,
2026-02-10 14:50:09,suresh.babu,10.0.0.12,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-02-10 14:59:17,lakshmi.naidu,172.16.0.4,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-02-10 15:26:32,harish.bhat,192.168.1.41,Login Success,"Vijayawada, IN",iOS-App,16.5062,80.648,
2026-02-10 16:08:19,lakshmi.naidu,10.0.0.33,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-02-10 16:10:45,deepika.rao,10.0.0.27,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-02-10 17:00:42,kiran.varma,10.0.0.33,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-02-10 17:46:25,pooja.menon,10.0.0.12,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-02-10 17:48:45,swathi.iyer,192.168.1.41,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-10 19:39:13,sunitha.k,192.168.1.14,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-02-10 19:40:06,harish.bhat,10.0.0.27,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-02-10 19:57:28,deepika.rao,10.0.0.18,Login Success,"Ongole, IN",Windows-Chrome,15.5057,80.0499,
2026-02-11 00:18:32,pooja.menon,192.168.1.22,Login Failed,"Chennai, IN",Android-App,13.0827,80.2707,Medium
2026-02-11 00:37:44,naveen.chowdary,10.0.0.18,Login Success,"Bangalore, IN",Android-App,12.9716,77.5946,
2026-02-11 00:54:59,administrator,45.227.13.4,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-11 00:55:26,administrator,45.227.13.4,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-11 00:55:53,administrator,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,High
2026-02-11 00:56:11,administrator,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,High
2026-02-11 00:56:25,administrator,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,High
2026-02-11 00:56:34,administrator,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,High
2026-02-11 00:57:26,administrator,45.227.13.4,Login Failed,"Lagos, NG",Windows-Edge,6.5244,3.3792,High
2026-02-11 00:57:35,administrator,45.227.13.4,Login Failed,"Lagos, NG",Windows-Edge,6.5244,3.3792,High
2026-02-11 00:57:39,administrator,45.227.13.4,Login Failed,"Lagos, NG",Android-App,6.5244,3.3792,High
2026-02-11 00:58:47,administrator,45.227.13.4,Login Failed,"Lagos, NG",iOS-App,6.5244,3.3792,High
2026-02-11 00:59:12,administrator,45.227.13.4,Login Success,"Lagos, NG",Windows-Edge,6.5244,3.3792,
2026-02-11 00:59:49,administrator,45.227.13.4,Login Failed,"Lagos, NG",MacOS-Safari,6.5244,3.3792,High
2026-02-11 05:01:59,admin,91.243.85.20,Login Failed,"Hanoi, VN",Android-App,21.0285,105.8542,High
2026-02-11 05:02:35,admin,91.243.85.20,Login Failed,"Hanoi, VN",Windows-Chrome,21.0285,105.8542,High
2026-02-11 05:02:45,admin,91.243.85.20,Login Failed,"Hanoi, VN",iOS-App,21.0285,105.8542,High
2026-02-11 05:02:59,admin,91.243.85.20,Login Failed,"Hanoi, VN",Android-App,21.0285,105.8542,High
2026-02-11 05:04:02,admin,91.243.85.20,Login Failed,"Hanoi, VN",MacOS-Safari,21.0285,105.8542,High
2026-02-11 05:04:15,admin,91.243.85.20,Login Failed,"Hanoi, VN",MacOS-Safari,21.0285,105.8542,High
2026-02-11 05:04:33,admin,91.243.85.20,Login Failed,"Hanoi, VN",Windows-Edge,21.0285,105.8542,High
2026-02-11 05:04:59,admin,91.243.85.20,Login Failed,"Hanoi, VN",Android-App,21.0285,105.8542,High
2026-02-11 05:05:29,admin,91.243.85.20,Login Failed,"Hanoi, VN",Windows-Edge,21.0285,105.8542,High
2026-02-11 10:15:42,priya.singh,192.168.1.10,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-02-11 16:41:51,suresh.babu,172.16.0.4,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-11 17:40:08,suresh.babu,10.0.0.5,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-11 18:30:06,ravi.teja,10.0.0.33,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-11 18:32:02,naveen.chowdary,192.168.1.22,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-11 18:50:49,manoj.verma,10.0.0.33,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-11 19:43:53,lakshmi.naidu,10.0.0.18,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2026-02-11 19:56:00,manoj.verma,192.168.1.10,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-02-11 20:26:48,lakshmi.naidu,192.168.1.41,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-02-11 21:50:30,divya.sharma,10.0.0.12,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-02-12 00:12:29,arjun.rao,192.168.1.41,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2026-02-12 02:43:11,root,192.168.1.14,Login Failed,"Chennai, IN",Linux-Firefox,13.0827,80.2707,Medium
2026-02-12 04:39:17,meena.pillai,10.0.0.5,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-12 06:09:37,vijay.kumar,10.0.0.12,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-02-12 07:50:09,manoj.verma,192.168.1.14,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-12 10:52:45,sunitha.k,192.168.1.22,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-12 12:19:50,harish.bhat,192.168.1.41,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-12 13:08:37,arjun.rao,192.168.1.10,Login Success,"Bangalore, IN",Android-App,12.9716,77.5946,
2026-02-12 14:34:23,ravi.teja,10.0.0.12,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-12 16:36:51,harish.bhat,192.168.1.41,Login Failed,"Bangalore, IN",Android-App,12.9716,77.5946,Low
2026-02-12 16:54:46,naveen.chowdary,10.0.0.12,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-12 17:31:44,priya.singh,172.16.0.4,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-02-12 18:06:02,swathi.iyer,192.168.1.22,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-02-12 18:31:51,manoj.verma,10.0.0.5,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-12 19:10:51,harish.bhat,192.168.1.35,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-13 01:58:47,deepika.rao,172.16.0.9,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-02-13 02:37:09,arjun.rao,192.168.1.10,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-13 02:58:46,guest,10.0.0.12,Login Failed,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,Medium
2026-02-13 09:20:04,swathi.iyer,10.0.0.33,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-13 09:32:35,pooja.menon,10.0.0.5,Login Success,"Ongole, IN",Windows-Chrome,15.5057,80.0499,
2026-02-13 12:51:54,priya.singh,192.168.1.22,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-02-13 13:16:23,arjun.rao,10.0.0.12,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-13 13:28:07,anjali.devi,10.0.0.5,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-02-13 13:37:37,harish.bhat,172.16.0.4,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2026-02-13 14:04:33,swathi.iyer,10.0.0.5,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-02-13 14:18:00,deepika.rao,192.168.1.35,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-02-13 17:17:28,kiran.varma,172.16.0.4,Login Failed,"Bangalore, IN",Windows-Edge,12.9716,77.5946,Low
2026-02-13 17:22:57,harish.bhat,172.16.0.4,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-02-13 17:43:18,swathi.iyer,10.0.0.5,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-02-13 18:32:55,manoj.verma,192.168.1.22,Login Failed,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,Low
2026-02-13 19:22:09,meena.pillai,10.0.0.18,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-02-13 19:37:15,suresh.babu,10.0.0.5,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-02-13 23:54:48,sunitha.k,10.0.0.27,Login Failed,"Bucharest, RO",Windows-Edge,44.4268,26.1025,Medium
2026-02-14 06:01:43,anjali.devi,192.168.1.10,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2026-02-14 06:05:01,sneha.reddy,192.168.1.10,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-02-14 07:59:49,abhishek.nair,172.16.0.9,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-02-14 09:50:06,anjali.devi,192.168.1.14,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2026-02-14 10:15:07,anjali.devi,172.16.0.4,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-14 11:26:07,naveen.chowdary,10.0.0.18,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-14 13:39:49,swathi.iyer,192.168.1.10,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-14 13:53:03,kiran.varma,10.0.0.18,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-02-14 15:13:47,harish.bhat,172.16.0.9,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-02-14 15:32:51,naveen.chowdary,192.168.1.10,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-14 16:38:19,priya.singh,192.168.1.35,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-02-14 17:07:44,harish.bhat,172.16.0.9,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-02-14 17:26:19,rakesh.kumar,10.0.0.18,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-02-14 18:09:14,pooja.menon,192.168.1.41,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-02-14 18:34:42,manoj.verma,192.168.1.22,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-14 18:42:48,swathi.iyer,10.0.0.12,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-02-14 19:22:04,rakesh.kumar,192.168.1.10,Login Failed,"Chennai, IN",Windows-Chrome,13.0827,80.2707,Low
2026-02-14 19:32:41,deepika.rao,10.0.0.33,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-02-14 19:35:04,manoj.verma,10.0.0.27,Login Success,"Vijayawada, IN",iOS-App,16.5062,80.648,
2026-02-14 20:47:14,priya.singh,192.168.1.14,Login Success,"Pune, IN",Windows-Chrome,18.5204,73.8567,
2026-02-15 06:56:06,priya.singh,10.0.0.33,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-02-15 06:57:10,deepika.rao,192.168.1.14,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-02-15 11:26:32,meena.pillai,192.168.1.35,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-02-15 14:35:23,naveen.chowdary,10.0.0.27,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-02-15 15:27:40,abhishek.nair,10.0.0.33,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-02-15 16:06:12,arjun.rao,192.168.1.10,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-02-15 16:43:08,vijay.kumar,10.0.0.33,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-02-15 19:27:59,user5,194.5.6.12,Login Failed,"Lagos, NG",Android-App,6.5244,3.3792,High
2026-02-15 19:28:19,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-15 19:28:59,user5,194.5.6.12,Login Failed,"Lagos, NG",Linux-Firefox,6.5244,3.3792,High
2026-02-15 19:29:02,user5,194.5.6.12,Login Failed,"Lagos, NG",Android-App,6.5244,3.3792,High
2026-02-15 19:29:23,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-15 19:29:25,harish.bhat,10.0.0.12,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-02-15 19:29:26,user5,194.5.6.12,Login Failed,"Lagos, NG",iOS-App,6.5244,3.3792,High
2026-02-15 19:30:53,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-15 19:31:44,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Edge,6.5244,3.3792,High
2026-02-15 19:33:29,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-15 19:33:35,user5,194.5.6.12,Login Failed,"Lagos, NG",Windows-Chrome,6.5244,3.3792,High
2026-02-15 19:33:51,user5,194.5.6.12,Login Success,"Lagos, NG",iOS-App,6.5244,3.3792,
2026-02-15 19:34:26,user5,194.5.6.12,Login Failed,"Lagos, NG",Linux-Firefox,6.5244,3.3792,High
2026-02-16 02:25:32,priya.singh,172.16.0.9,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
